dates,symbol,open,close,high,low,volume,adj_close
2017-11-09 00:00:00,BCH-USD,622.31201171875,654.302978515625,670.135986328125,619.2579956054688,710387008.0,654.302978515625
2017-11-10 00:00:00,BCH-USD,651.7750244140625,1007.4199829101562,1034.77001953125,651.7750244140625,5195420160.0,1007.4199829101562
2017-11-11 00:00:00,BCH-USD,1001.6400146484375,1340.449951171875,1403.6600341796875,910.7219848632812,5139769856.0,1340.449951171875
2017-11-12 00:00:00,BCH-USD,1346.969970703125,1388.8599853515625,2477.64990234375,1215.5799560546875,8371319808.0,1388.8599853515625
2017-11-13 00:00:00,BCH-USD,1381.8199462890625,1353.989990234375,1501.1600341796875,1043.0,4850570240.0,1353.989990234375
2017-11-14 00:00:00,BCH-USD,1346.72998046875,1273.530029296875,1390.2099609375,1211.3900146484375,1697910016.0,1273.530029296875
2017-11-15 00:00:00,BCH-USD,1269.7900390625,1212.4000244140625,1326.3900146484375,1191.97998046875,1321779968.0,1212.4000244140625
2017-11-16 00:00:00,BCH-USD,1202.1700439453125,900.7760009765625,1210.3599853515625,876.5709838867188,2034690048.0,900.7760009765625
2017-11-17 00:00:00,BCH-USD,909.1580200195312,1185.47998046875,1217.4200439453125,863.97900390625,3203429888.0,1185.47998046875
2017-11-18 00:00:00,BCH-USD,1197.4300537109375,1254.530029296875,1388.1099853515625,1197.4300537109375,3053769984.0,1254.530029296875
2017-11-19 00:00:00,BCH-USD,1260.949951171875,1172.050048828125,1262.3399658203125,1144.0799560546875,1285910016.0,1172.050048828125
2017-11-20 00:00:00,BCH-USD,1172.4300537109375,1236.010009765625,1236.010009765625,1167.280029296875,800052992.0,1236.010009765625
2017-11-21 00:00:00,BCH-USD,1220.780029296875,1176.969970703125,1224.1500244140625,1140.8800048828125,772859008.0,1176.969970703125
2017-11-22 00:00:00,BCH-USD,1175.06005859375,1303.31005859375,1335.25,1171.5999755859375,1517619968.0,1303.31005859375
2017-11-23 00:00:00,BCH-USD,1302.22998046875,1683.81005859375,1683.81005859375,1299.949951171875,4112090112.0,1683.81005859375
2017-11-24 00:00:00,BCH-USD,1651.8599853515625,1648.510009765625,1782.8299560546875,1575.760009765625,3128960000.0,1648.510009765625
2017-11-25 00:00:00,BCH-USD,1634.0,1571.27001953125,1656.550048828125,1535.77001953125,1560039936.0,1571.27001953125
2017-11-26 00:00:00,BCH-USD,1571.3900146484375,1735.6600341796875,1758.6099853515625,1563.3499755859375,1593049984.0,1735.6600341796875
2017-11-27 00:00:00,BCH-USD,1722.9300537109375,1622.5699462890625,1742.4000244140625,1607.7900390625,1391459968.0,1622.5699462890625
2017-11-28 00:00:00,BCH-USD,1621.1700439453125,1546.1800537109375,1629.47998046875,1543.0799560546875,1274880000.0,1546.1800537109375
2017-11-29 00:00:00,BCH-USD,1541.6300048828125,1359.7099609375,1673.22998046875,1332.1400146484375,2345250048.0,1359.7099609375
2017-11-30 00:00:00,BCH-USD,1380.3599853515625,1389.780029296875,1468.75,1222.0999755859375,1211730048.0,1389.780029296875
2017-12-01 00:00:00,BCH-USD,1381.81005859375,1462.6800537109375,1482.6800537109375,1300.4599609375,965150976.0,1462.6800537109375
2017-12-02 00:00:00,BCH-USD,1462.06005859375,1434.97998046875,1502.3699951171875,1415.489990234375,574510016.0,1434.97998046875
2017-12-03 00:00:00,BCH-USD,1435.3599853515625,1559.9300537109375,1649.300048828125,1420.5999755859375,1476739968.0,1559.9300537109375
2017-12-04 00:00:00,BCH-USD,1560.1600341796875,1576.9200439453125,1580.1099853515625,1498.97998046875,780633984.0,1576.9200439453125
2017-12-05 00:00:00,BCH-USD,1580.1600341796875,1501.8499755859375,1623.1600341796875,1498.0,1032800000.0,1501.8499755859375
2017-12-06 00:00:00,BCH-USD,1498.489990234375,1430.0999755859375,1530.6500244140625,1396.1600341796875,1154620032.0,1430.0999755859375
2017-12-07 00:00:00,BCH-USD,1430.7099609375,1330.9300537109375,1454.72998046875,1323.75,1285209984.0,1330.9300537109375
2017-12-08 00:00:00,BCH-USD,1329.1600341796875,1464.1300048828125,1731.3199462890625,1247.9300537109375,2553979904.0,1464.1300048828125
2017-12-09 00:00:00,BCH-USD,1464.6300048828125,1410.06005859375,1526.4000244140625,1353.9000244140625,1059609984.0,1410.06005859375
2017-12-10 00:00:00,BCH-USD,1411.8399658203125,1323.0699462890625,1411.8399658203125,1226.2099609375,885886016.0,1323.0699462890625
2017-12-11 00:00:00,BCH-USD,1320.0,1423.3800048828125,1453.489990234375,1316.8499755859375,922792000.0,1423.3800048828125
2017-12-12 00:00:00,BCH-USD,1427.3800048828125,1615.030029296875,1638.2900390625,1427.3800048828125,1386249984.0,1615.030029296875
2017-12-13 00:00:00,BCH-USD,1616.989990234375,1607.6500244140625,1702.530029296875,1497.93994140625,1245190016.0,1607.6500244140625
2017-12-14 00:00:00,BCH-USD,1600.6700439453125,1966.1400146484375,2080.409912109375,1593.1500244140625,2717410048.0,1966.1400146484375
2017-12-15 00:00:00,BCH-USD,1974.6600341796875,1815.4300537109375,1974.6600341796875,1678.06005859375,1457229952.0,1815.4300537109375
2017-12-16 00:00:00,BCH-USD,1824.8499755859375,1801.8800048828125,1890.06005859375,1769.5,971254976.0,1801.8800048828125
2017-12-17 00:00:00,BCH-USD,1812.3299560546875,1862.8800048828125,1939.9300537109375,1806.6500244140625,1020590016.0,1862.8800048828125
2017-12-18 00:00:00,BCH-USD,1869.2099609375,2196.639892578125,2353.639892578125,1799.1199951171875,2538650112.0,2196.639892578125
2017-12-19 00:00:00,BCH-USD,2199.06005859375,2805.889892578125,2918.929931640625,2160.919921875,3913339904.0,2805.889892578125
2017-12-20 00:00:00,BCH-USD,2825.030029296875,3923.070068359375,4355.6201171875,2825.030029296875,11889600512.0,3923.070068359375
2017-12-21 00:00:00,BCH-USD,3909.0,3267.169921875,3909.0,3038.010009765625,3664329984.0,3267.169921875
2017-12-22 00:00:00,BCH-USD,3324.0,2696.68994140625,3369.550048828125,1938.3599853515625,3877769984.0,2696.68994140625
2017-12-23 00:00:00,BCH-USD,2746.949951171875,3257.080078125,3479.7099609375,2684.820068359375,2843310080.0,3257.080078125
2017-12-24 00:00:00,BCH-USD,3260.550048828125,2903.1201171875,3260.550048828125,2573.43994140625,1712160000.0,2903.1201171875
2017-12-25 00:00:00,BCH-USD,2929.35009765625,2954.68994140625,3099.6201171875,2755.60009765625,1355440000.0,2954.68994140625
2017-12-26 00:00:00,BCH-USD,2947.739990234375,3108.889892578125,3112.639892578125,2915.800048828125,1544429952.0,3108.889892578125
2017-12-27 00:00:00,BCH-USD,3108.320068359375,2889.52001953125,3108.320068359375,2771.050048828125,1406450048.0,2889.52001953125
2017-12-28 00:00:00,BCH-USD,2888.639892578125,2566.639892578125,2896.780029296875,2481.300048828125,3221299968.0,2566.639892578125
2017-12-29 00:00:00,BCH-USD,2587.300048828125,2779.949951171875,2922.409912109375,2389.0400390625,2479419904.0,2779.949951171875
2017-12-30 00:00:00,BCH-USD,2791.550048828125,2392.409912109375,2791.550048828125,2329.469970703125,1257760000.0,2392.409912109375
2017-12-31 00:00:00,BCH-USD,2376.9599609375,2533.010009765625,2627.949951171875,2350.030029296875,1300819968.0,2533.010009765625
2018-01-01 00:00:00,BCH-USD,2534.820068359375,2432.5400390625,2534.860107421875,2389.52001953125,922812992.0,2432.5400390625
2018-01-02 00:00:00,BCH-USD,2434.5,2711.0,2867.139892578125,2434.5,1831229952.0,2711.0
2018-01-03 00:00:00,BCH-USD,2700.550048828125,2608.68994140625,2958.469970703125,2592.56005859375,4688840192.0,2608.68994140625
2018-01-04 00:00:00,BCH-USD,2608.8701171875,2430.179931640625,2610.199951171875,2359.300048828125,5377260032.0,2430.179931640625
2018-01-05 00:00:00,BCH-USD,2400.739990234375,2584.47998046875,2648.320068359375,2370.590087890625,2115709952.0,2584.47998046875
2018-01-06 00:00:00,BCH-USD,2583.7099609375,2786.64990234375,2829.68994140625,2481.360107421875,1669159936.0,2786.64990234375
2018-01-07 00:00:00,BCH-USD,2784.679931640625,2786.8798828125,3071.159912109375,2730.31005859375,1444780032.0,2786.8798828125
2018-01-08 00:00:00,BCH-USD,2786.60009765625,2421.469970703125,2810.320068359375,2275.070068359375,1428899968.0,2421.469970703125
2018-01-09 00:00:00,BCH-USD,2412.360107421875,2391.56005859375,2502.8701171875,2346.679931640625,1084749952.0,2391.56005859375
2018-01-10 00:00:00,BCH-USD,2390.02001953125,2895.3798828125,2961.199951171875,2332.47998046875,2578810112.0,2895.3798828125
2018-01-11 00:00:00,BCH-USD,2891.550048828125,2462.610107421875,2976.489990234375,2396.840087890625,1947949952.0,2462.610107421875
2018-01-12 00:00:00,BCH-USD,2475.89990234375,2620.989990234375,2648.22998046875,2413.330078125,1110220032.0,2620.989990234375
2018-01-13 00:00:00,BCH-USD,2617.659912109375,2685.2900390625,2850.27001953125,2589.030029296875,1218569984.0,2685.2900390625
2018-01-14 00:00:00,BCH-USD,2687.10009765625,2553.320068359375,2746.610107421875,2490.0400390625,993310016.0,2553.320068359375
2018-01-15 00:00:00,BCH-USD,2541.580078125,2401.5400390625,2576.1298828125,2328.31005859375,1412359936.0,2401.5400390625
2018-01-16 00:00:00,BCH-USD,2406.860107421875,1772.0699462890625,2406.860107421875,1555.969970703125,1704029952.0,1772.0699462890625
2018-01-17 00:00:00,BCH-USD,1767.5799560546875,1748.050048828125,1875.0799560546875,1361.02001953125,1457730048.0,1748.050048828125
2018-01-18 00:00:00,BCH-USD,1752.27001953125,1756.75,1893.469970703125,1696.25,1024060032.0,1756.75
